image_id,age,gender,ethnicity
lbrnfddjlq,10,1,2
fyyzxtnkym,10,1,2
vclvfnpvkq,10,1,2
abcqdshgwy,10,1,2
txqxqutiis,10,1,3
oivdqnegqk,10,1,3
foufurasmn,10,1,3
dnbrjxlkaz,10,1,3
vzvtxmrjtg,10,1,3
ptthmburfa,10,1,3
zshtpepuxe,10,1,3
caskvjreez,10,1,3
uzhibpbowo,10,1,4
fhqgjcliee,10,1,4
ubawxvsneu,10,1,4
faryxkakfk,10,1,4
ayeusgqgjd,10,1,4
ycawxqmqdz,110,0,0
wxedrtffpj,110,0,2
lsyspkgnsy,110,1,0
xbkywqtozz,110,1,1
bbyevlsdbw,110,1,3
yjnertmclw,111,1,0
lmhqlpumkj,115,1,0
ukqpjxqnpr,115,1,0
apvjwglejy,115,1,1
xnfvoohkhh,116,1,0
qmcidippyt,116,1,0
fxkdsldkvz,116,1,2
pbdttygoqi,116,1,3
dyecevfbax,11,0,0
ikqoasymdb,11,0,0
dckotwwmmj,11,0,0
cdzdlvmtnf,11,0,0
sngesuxjlt,11,0,0
kwpaviazwb,11,0,0
qkuyswdsrl,11,0,0
qposgippfw,11,0,0
yntrkgtqhb,11,0,0
mepojrqajp,11,0,0
ocnjnjucbt,11,0,0
zoswgapcuh,11,0,0
pjknccskkj,11,0,0
oxvrcbeluv,11,0,0
poqfvbjbmv,11,0,0
lpmhugdkvv,11,0,0
vdbzltcmnl,11,0,0
svpvsbklzx,11,0,0
jefznfqxzk,11,0,0
rlpgogvwhw,11,0,0
ftrxdauxhx,11,0,0
ovaitljhfg,11,0,1
pmzjudyavs,11,0,2
ztjxpyneii,11,0,3
wmaiyrvyxh,11,0,3
clnoszuzuk,11,0,4
lhndkvlvqo,11,1,0
hmalljtqyr,11,1,0
gpuntlyxgi,11,1,0
gabtkslola,11,1,0
jmobsvkbop,11,1,0
ceblfpylhn,11,1,0
onfjoodfrc,11,1,0
hpoatdaucl,11,1,0
pcotctxttm,11,1,0
qswquxsftc,11,1,0
oacpnlvsfp,11,1,0
cmjmwnwqaz,11,1,0
upeyqkajuy,11,1,0
kaqphnakxq,11,1,0
atmnfxrgef,11,1,0
uunugwcijr,11,1,0
mcwbovjfcv,11,1,0
rrsxjbyouz,11,1,0
qdonlsptnc,11,1,0
nvhdvdwsoa,11,1,0
lyukreixux,11,1,0
hbjoozcscj,11,1,0
hvfexkyhfb,11,1,0
aeiyxjrtez,11,1,0
ydqwujlipo,11,1,0
dtdohqpnhu,11,1,0
dynwrafbdd,11,1,0
peaetnqprs,11,1,0
vimesvabuw,11,1,1
uehwcvfgdr,11,1,1
kuokrstbtm,11,1,2
giaujuxiny,11,1,3
pdekpiuoyw,11,1,3
suplqozzcm,11,1,4
kuvxziprys,11,1,4
acwnduniqg,11,1,4
truyckiitm,11,1,4
xwtbnppquv,11,1,4
xmsjfzqyjb,11,1,4
cibrftfmbo,12,0,0
aybjjmlhli,12,0,0
zgyqccjnim,12,0,0
zrgyfijwzb,12,0,0
mlisnrnwix,12,0,0
qjbzrjrqxg,12,0,0
shcaahcrbz,12,0,0
fzkopyfyrm,12,0,0
bqvlvfehhn,12,0,0
ayczrrflqk,12,0,0
qwdrnqsqtx,12,0,0
hxwhdqqjwr,12,0,0
aihffxqpsw,12,0,0
sknxxbmzgu,12,0,0
xspbmvpllo,12,0,0
tcjdjavcnp,12,0,0
bqhvganbmq,12,0,0
qmoekiaevk,12,0,0
nzkmbpajhs,12,0,0
mkfwauqoir,12,0,0
wryesrvymf,12,0,0
vmahqbpzlf,12,0,0
ymeoxnldyu,12,0,0
sxpgcxpfke,12,0,0
udpmtumyjb,12,0,0
fohcuaelme,12,0,1
iiwqryhdzg,12,0,1
wgnbudaocv,12,0,2
jpsotbmvvb,12,0,2
jwtkbunhcx,12,0,2
qayutygjif,12,0,2
qwaieitmxh,12,0,3
qipfgndays,12,0,3
gknzfaizfd,12,0,3
ymtkcpcahg,12,0,3
lwwyoilmsx,12,0,3
xhdtqjtpho,12,0,4
ipkfyqknni,12,0,4
twkkqhcwpn,12,0,4
ewsxnwyalc,12,0,4
jhucxyhgle,12,0,4
qfppnznksm,12,0,4
ddyamrakph,12,0,4
cpybfiaavj,12,1,0
wzjztdwmot,12,1,0
hwvqmoxcqj,12,1,0
tjledyvupp,12,1,0
daormxknuf,12,1,0
vfqztoxiuh,12,1,0
mgbpnddyhb,12,1,0
vbgtatetxa,12,1,0
gjjyevvzvu,12,1,0
omkspkfwkx,12,1,0
tzpcvdszcs,12,1,0
jvytwopscl,12,1,0
aaflgmtnjo,12,1,0
oqkwecuovq,12,1,0
hbkmbaivgs,12,1,0
laxpvgzqdg,12,1,0
xcoulhwzmv,12,1,0
beyybxqdhr,12,1,0
ucfyzoqcle,12,1,0
esqwxrepsm,12,1,0
kgowrhzrvt,12,1,0
ummszscxsj,12,1,0
yjgdvgxkbb,12,1,0
wvtofhvqrb,12,1,0
ajzcgikkbv,12,1,0
exuvyubstw,12,1,0
dgmcovbver,12,1,0
qsifzjmfyr,12,1,0
ynkuxarela,12,1,0
gdwdasujdb,12,1,0
hnxvjkflyb,12,1,0
sajjewpvbv,12,1,0
kqfnfgnhbk,12,1,0
bbhqnvekga,12,1,0
zkyrnujjou,12,1,0
sqbsmsydqy,12,1,0
kkiznhhgtf,12,1,0
bxvrebwyje,12,1,0
ccwngaqlcd,12,1,0
icmdnlkjnb,12,1,0
guxjnsfkpd,12,1,0
ucvwrdpwte,12,1,0
rmilfzaewi,12,1,0
gxneeiokne,12,1,0
esnhkxrurf,12,1,0
pzdveyupsc,12,1,0
lflxvvzxkm,12,1,0
siynebfjfw,12,1,0
efpcqwppnp,12,1,0
akehwvusvg,12,1,0
cfzlamjaze,12,1,0
dayoawnoug,12,1,0
vdjmvgrkud,12,1,0
toofmwmklh,12,1,1
tlcvgysycq,12,1,1
kjzqdemwoh,12,1,1
wxisasnbss,12,1,1
qbqbybptso,12,1,1
mvzzdffkya,12,1,1
vqflokukcv,12,1,1
rqephqsfvz,12,1,2
fzgkuypjjb,12,1,2
femnbuozxm,12,1,2
tktatlrtkf,12,1,2
opqtxddlwa,12,1,2
ggheopxuwg,12,1,2
aycvpczxrs,12,1,2
nkakqebkdc,12,1,2
qmwbngfyfs,12,1,2
djbaeymbye,12,1,2
johlxwgwut,12,1,2
ndykcshdol,12,1,3
vfofktjwmt,12,1,3
bsxazsaubw,12,1,3
avmwvhxott,12,1,3
prxyxqnvns,12,1,3
jxhdfbldep,12,1,3
awlkhapyjn,12,1,3
xrfijoiubl,12,1,3
gmwwgfjgcc,12,1,3
sorxzwdtuh,12,1,3
pyydsmaozk,12,1,4
zsykwpdcmz,12,1,4
ysilyqbabo,12,1,4
oudiqdjton,12,1,4
saevxwqhnd,12,1,4
gdjkzkvioi,12,1,4
gspweldsib,13,0,0
tsssfpzhcv,13,0,0
erkdmodmua,13,0,0
czoxqwycme,13,0,0
btcjqftxsr,13,0,0
lspkydgjnw,13,0,0
iywtchccpd,13,0,0
rooxanvjwz,13,0,0
htyffuewgt,13,0,0
dbefyokwwu,13,0,0
zgtbekdpgh,13,0,0
qwhfvhtaew,13,0,0
mcfsfedpdp,13,0,0
gcggvoovli,13,0,0
joiiekimlw,13,0,0
bqukwrtcuh,13,0,0
dnuemtallf,13,0,0
etpmgcmtzs,13,0,0
ybsfetjmzy,13,0,0
jfezilyfez,13,0,0
elktlhkovb,13,0,0
luhpriekyd,13,0,0
iinebhrryd,13,0,0
nlqxckttjw,13,0,0
cqbakhlgyr,13,0,0
hqfzjcjnnk,13,0,0
bvapgdxfdt,13,0,0
wvrahorkee,13,0,0
ijwdoswzou,13,0,0
zhlivilpic,13,0,0
knvepmikox,13,0,1
pldfoenply,13,0,1
nabuficvpu,13,0,2
ruzmovpmcv,13,0,2
oglarltflh,13,0,2
ftozllhldz,13,0,3
musyovpgay,13,0,3
qzqylovrro,13,0,4
kniobtusud,13,1,0
pueykcnona,13,1,0
buiaurbsim,13,1,0
zjqliqimyk,13,1,0
okexxmcyin,13,1,0
lgqkolyykr,13,1,0
oszrdphyju,13,1,0
sgtfjcqnar,13,1,0
cjugefgisf,13,1,0
zuvfxrrjkn,13,1,0
keudfqybhs,13,1,0
bfgxvrtopf,13,1,0
sdsipexoup,13,1,0
obzbnonkjk,13,1,0
seohstsxtq,13,1,0
ppppwptxay,13,1,0
xjckzxxmhj,13,1,0
wiqijnvgzr,13,1,0
cqkfgmwwfh,13,1,0
rrzdrhlxuk,13,1,0
fxdcsqrpbw,13,1,0
ujroyrexkd,13,1,0
hyfclucsju,13,1,0
iqcmmjzcfp,13,1,0
pipycaqtfo,13,1,0
eaqalsmqbm,13,1,0
hubvfqrpbn,13,1,0
vumvnjuyrk,13,1,0
nokuauczdy,13,1,0
uhffnieyfy,13,1,0
tsfcfdthjk,13,1,1
iurmynuqik,13,1,1
bndcbrkhxt,13,1,2
ufhflnjbtd,13,1,3
huishcahdc,13,1,3
sfcpcqzeep,13,1,3
bwxmrvgicx,13,1,4
qrcrnvavmk,13,1,4
hdbwnyeqrt,13,1,4
fllebcxhgy,13,1,4
tanioygxsw,13,1,4
rznmynqhxr,13,1,4
lzlhaakuuw,13,1,4
qfcibgkenj,14,0,0
gvydkpidmi,14,0,0
wjldurgbyt,14,0,0
tpnkwoazdz,14,0,0
akdzbgcacw,14,0,0
xxlgnkzavp,14,0,0
lsfekxprwt,14,0,0
fcefbgwvdd,14,0,0
hhehemxbbs,14,0,0
whdyavqjbl,14,0,0
gxyredyaua,14,0,0
awudcftowk,14,0,0
bdxjrqfeek,14,0,0
saivyihrco,14,0,0
kfxgbasswg,14,0,0
byyufcaqip,14,0,0
ylkkhhkdyp,14,0,0
robgsjwcht,14,0,0
plamwjtvge,14,0,0
utmnmybsbk,14,0,0
fsmxmryalk,14,0,0
cjtgptijou,14,0,0
nowvwnmwoc,14,0,0
krkwzderue,14,0,0
klwtqfhdmc,14,0,0
gtkavvjawk,14,0,0
pbglhfdgwu,14,0,0
dxuoiyoldn,14,0,0
iqgpxnwcde,14,0,0
dvxpliowsc,14,0,0
hvwbgfhhtz,14,0,0
oqsllstuam,14,0,0
cwqkdxosmb,14,0,0
mbleainlpo,14,0,0
hoaxpubsdi,14,0,0
quihjljrzc,14,0,0
arjjvfhifn,14,0,0
nrhhxppcuv,14,0,0
sytopywbyg,14,0,0
hzekxhzgsm,14,0,0
klzdvumyrv,14,0,0
thstmwnshf,14,0,1
slhsbrgqnt,14,0,1
dvspxzznoj,14,0,1
jdhfmygams,14,0,1
grxmcfbjwq,14,0,1
hsqjjpbjul,14,0,1
hmfjodgqvl,14,0,1
mgfocdnbko,14,0,2
xccccsvsjl,14,0,2
mbznzbqyfc,14,0,2
tkxqqqwenf,14,0,2
hdowtitcnw,14,0,2
lbqzfgpxkr,14,0,2
vvwqlefnwl,14,0,2
wlnmgikvfx,14,0,2
ceibhjyfiq,14,0,3
nzjwetzicg,14,0,3
qlmfdlyicf,14,0,3
hbnhuzhhur,14,0,3
rxnopliwhc,14,0,3
iyyqkqlcgw,14,0,3
jfvmognibo,14,0,3
ryyhqqpcif,14,0,3
xlqsjnvpak,14,0,3
qkrtavwknp,14,0,4
wifeyfrmjt,14,0,4
fazsrgkmdx,14,0,4
acdhwvepgp,14,0,4
ujccrjgmvh,14,0,4
rhccrjoyao,14,0,4
qntwkxessv,14,0,4
logaufmqdy,14,0,4
jysjcrkhan,14,0,4
adusftiluc,14,0,4
msbhkfqdju,14,1,0
jxczupdzhj,14,1,0
ivvifakdxb,14,1,0
ftgpejiwvg,14,1,0
atmeouknxi,14,1,0
dfpjrmmrwf,14,1,0
uruvpyireo,14,1,0
ejspfpqzdy,14,1,0
ekasqkqrhr,14,1,0
agjhjjkgad,14,1,0
wwunhbojta,14,1,0
dsztgjeeuz,14,1,0
vggmwszyka,14,1,0
hireywjaua,14,1,0
qwodehlrct,14,1,0
ytftehefat,14,1,0
doqybsrzjn,14,1,0
hskiuvaimb,14,1,0
wcbwjgmboe,14,1,0
dtcklletvf,14,1,0
muqvybfifb,14,1,0
ijgkeavgmj,14,1,0
stosbawqjg,14,1,0
mtfekbnget,14,1,0
gyhidsrsej,14,1,0
yuztxgasnk,14,1,0
tuuyixcewx,14,1,0
esyysmasbz,14,1,0
dupbfzcmwr,14,1,0
rbctzzyqcr,14,1,0
lvkstmszkn,14,1,0
fhihdvakdm,14,1,0
enzxdahayq,14,1,0
ykqxdzeivo,14,1,0
pjjobmpuwa,14,1,0
vpstgrgzya,14,1,0
amotjgqoyf,14,1,0
xpkvvcfjed,14,1,0
wtiwoppgap,14,1,0
hejfnkiozz,14,1,0
mrmuzhhvvh,14,1,0
qcdqxdcruq,14,1,0
zyvjpmoyeb,14,1,0
mtdgvprtqr,14,1,0
fxclxwlskx,14,1,0
khlughioeo,14,1,0
zupdiokubm,14,1,0
zxsyawvfms,14,1,0
uvbbehcslg,14,1,0
adlmxizzmh,14,1,0
xqfplcoais,14,1,0
olnzotlism,14,1,0
hfctqwbuyn,14,1,0
xzvogerzqi,14,1,0
ciublegwuo,14,1,0
ebidextuqv,14,1,0
wywhulcjao,14,1,1
dbdborbemb,14,1,1
kurgsmasww,14,1,1
fhkfkvbrmv,14,1,1
hlvjgcaerv,14,1,2
oxqkwjlvcy,14,1,2
nrprnkyjux,14,1,2
bkwhaoxigf,14,1,2
osqjqngwwm,14,1,2
wccmghohzv,14,1,2
guowcdrtsg,14,1,2
dqsyvpknbl,14,1,3
buwzcrpxci,14,1,3
heijbyxylo,14,1,3
xutsesqzsa,14,1,3
vbipqmgpki,14,1,3
heexftgoze,14,1,3
kodnnsbepy,14,1,3
htshlgopnj,14,1,3
arfvobvwur,14,1,3
xspwurazuz,14,1,4
pcqkeqlatz,14,1,4
jrdlozegxz,14,1,4
wqgpduytwl,14,1,4
nibfcwcfth,14,1,4
geqoajdwpw,14,1,4
iwshleetag,15,0,0
ibpcznzyie,15,0,0
sduzlvzuty,15,0,0
jkyvxflwpl,15,0,0
pnbkowhmvg,15,0,0
fbrzpabstk,15,0,0
ezhmxonvvp,15,0,0
dgtzntmipj,15,0,0
gfheozpolv,15,0,0
wxpdbqmsjl,15,0,0
ypdqujdsht,15,0,0
pdifidgyus,15,0,0
xedajnwbss,15,0,0
ipszildbzu,15,0,0
qdjytpzzrq,15,0,0
labkhcchti,15,0,0
uewdlkmocc,15,0,0
ggiofqcgux,15,0,0
njnegfmznb,15,0,0
pqrjkjhkkk,15,0,0
zofwrfhtzy,15,0,0
rzbouvgufx,15,0,0
zfmlnliquo,15,0,0
ffjpupbyxa,15,0,0
pbglhuqsoe,15,0,0
dghlvqrvzb,15,0,0
hznnjqvinj,15,0,0
rnndjbuast,15,0,0
ndnerjdiyy,15,0,0
qemryvazjc,15,0,0
baniftaoiq,15,0,0
zjfwhuqcmb,15,0,0
bfdeobyvhv,15,0,0
gqpjkeqepp,15,0,0
yjlttewvgm,15,0,0
wkafvyxutf,15,0,0
dxocalrcgz,15,0,0
jdcrmxpapd,15,0,0
ylsnjbmcnu,15,0,0
bcchduvnjo,15,0,0
jphivjohff,15,0,0
orxkjhpson,15,0,0
veymoskzog,15,0,0
gjfytxxlaf,15,0,0
gxaqdhmumx,15,0,0
buhofxyqhj,15,0,0
sianbiaqnx,15,0,0
kpudxehptd,15,0,0
dhlzecmgsc,15,0,0
pbbualpcoq,15,0,0
phveviqaio,15,0,0
pzmdqvxofg,15,0,0
lcqmqrgikj,15,0,0
rjlhlfkevw,15,0,0
reivclbldf,15,0,0
icgmlhwxkj,15,0,0
jgwvbjwnzo,15,0,0
fuudcsqisg,15,0,0
zpuwmvusdc,15,0,1
hvnnvcdbuf,15,0,1
rydrueoyda,15,0,1
cseifabonv,15,0,1
nxbtjnjdxz,15,0,1
jbutvytgaz,15,0,1
kuykgnlkbs,15,0,1
qipgsyvoeb,15,0,1
dmzzenyuai,15,0,2
wgyoibadva,15,0,2
grpvqygfee,15,0,2
rkdrcrloab,15,0,2
opgpgttwdg,15,0,2
taycljmvoo,15,0,3
fdhcehmxem,15,0,3
ixlnzxvuci,15,0,3
gtzccvfllq,15,0,3
knmocwhgva,15,0,3
njwjgzfjxb,15,0,3
gzsrvelfxd,15,0,3
xokvahpdsw,15,0,4
ysdgikhnjj,15,0,4
krqhzwttkg,15,0,4
pplsiqmzkp,15,0,4
gimfmvobop,15,0,4
jjqrslpppx,15,1,0
nirwfkorzl,15,1,0
edvnotwxse,15,1,0
atomhupmvz,15,1,0
saqzhoxtbk,15,1,0
cggxnnxgtg,15,1,0
xqzukellrn,15,1,0
qnhzfuktaf,15,1,0
iivtswwdjy,15,1,0
giogblxxqz,15,1,0
jvrsreayyf,15,1,0
xajxqzeowe,15,1,0
uxemxujrvf,15,1,0
angbdniaup,15,1,0
fjxvwqiffw,15,1,0
ykewxxhffe,15,1,0
qbxtdyoadf,15,1,0
jqxdvtyqna,15,1,0
mavwbhazvt,15,1,0
asohfjcfuv,15,1,0
tgtrusvhex,15,1,0
jhbomjauwx,15,1,0
xadzczwcsp,15,1,0
wjmuhoygsb,15,1,0
mquyrhuwye,15,1,0
zluhutybcp,15,1,0
xyumhjmtgj,15,1,0
tnsywciizs,15,1,0
ycudrhuxjm,15,1,0
hfvtvkqslt,15,1,0
mewiqwqenn,15,1,0
qgphfqxoam,15,1,0
fkoirssylu,15,1,0
qlsycjtukw,15,1,0
hzxzjygbyj,15,1,0
vgtyuyauwu,15,1,0
oowoirfats,15,1,0
fexwnvufql,15,1,0
alchyqcuke,15,1,0
wntiovpujc,15,1,0
faudtexubd,15,1,0
nnqzbzmduo,15,1,0
vradgbtbhn,15,1,0
taesymkenm,15,1,1
rezpwshodu,15,1,1
gfwyrxsleo,15,1,1
tenfzmvodp,15,1,1
uqnbvpimza,15,1,1
yyvllhetfr,15,1,1
woatarench,15,1,1
qnpuefydho,15,1,1
ulmkzziaii,15,1,1
tawncdcfdp,15,1,1
dbfioecyfk,15,1,1
yzljdycvzi,15,1,1
kqqncyuxoj,15,1,1
vmpvjxswkb,15,1,2
ujzypdgsim,15,1,2
kvfjgzscvc,15,1,2
rynazticlj,15,1,2
ymxznwzxbn,15,1,2
eprdshwfce,15,1,2
ywawqubshd,15,1,2
jtockzsozo,15,1,2
vdkrshtwit,15,1,2
uylfdurdtu,15,1,3
ntyphacttr,15,1,3
xxinccvnia,15,1,3
yjouilglxr,15,1,3
cbpxbnaity,15,1,3
gsqpzzbgou,15,1,3
btdnsisrsu,15,1,3
kkwsqoxiqa,15,1,3
cdapbqpvpp,15,1,3
iipznmbmzk,15,1,3
ztevqohyfy,15,1,4
rayyeuvjyh,15,1,4
mzwfenijzu,15,1,4
jlgoqpubmz,15,1,4
yohcqtcyfu,15,1,4
vigyastwzn,15,1,4
fsipewdrsl,15,1,4
jhzyjgzztj,15,1,4
msuwxumtzu,15,1,4
kdkhxyioef,15,1,4
twrnruvfzg,15,1,4
gkcinhcdmk,15,1,4
maifxmoopq,15,1,4
uudmasqixc,15,1,4
pldvbprpvt,15,1,4
zvsgzvabxv,15,1,4
fnhorakjpt,15,1,4
kxzutlsoge,15,1,4
uadguwcphv,15,1,4
sunsftljxx,16,0,0
cgmcvfxywk,16,0,0
wsegkrjwct,16,0,0
bywbgvsfgo,16,0,0
ngqqcpdnhc,16,0,0
gxnjzbsujd,16,0,0
atcvypahuj,16,0,0
gfmongzmfx,16,0,0
nvfmgagbru,16,0,0
pnrwrnjqss,16,0,0
unilycuuzh,16,0,0
pgiyzlldux,16,0,0
mhbopmipeo,16,0,0
mvxobhqqya,16,0,0
nzcytxqnjr,16,0,0
omsssmbudz,16,0,0
rckjhfeyhg,16,0,0
bnmjxscmsn,16,0,0
vpddlfifqk,16,0,0
lurqiyxlyl,16,0,0
yqmexjdubn,16,0,0
hzrzkezjpt,16,0,0
jmntokffdc,16,0,0
wotusbffmc,16,0,0
lsconrybor,16,0,0
zmoizdynot,16,0,0
febrtzmwhj,16,0,0
raugcjkccf,16,0,0
mssivxgvag,16,0,0
sciddhahsl,16,0,0
pfsjerdxvs,16,0,0
kcylhmcvxo,16,0,0
pfcytoblcf,16,0,0
cvcgvdiara,16,0,0
fsyvzcfwqm,16,0,0
iofgetonmt,16,0,0
tvogclspht,16,0,0
lgspojgnky,16,0,0
uqaqcusumc,16,0,0
gtzudicgkb,16,0,0
slnpgmhnrx,16,0,0
mxxgijkrka,16,0,0
arnilufmrl,16,0,0
zprshaqahe,16,0,0
itpqxmuifw,16,0,0
plpjzvcbek,16,0,0
hpeebnofux,16,0,0
waemfzgqgz,16,0,0
deuwcyihcp,16,0,0
gdwwxhkqap,16,0,0
qeihcuagjn,16,0,0
rvpvwbddkw,16,0,0
ridgdeybor,16,0,0
jjlgsabsoz,16,0,0
mgmhtjcuap,16,0,0
twmsdegvab,16,0,0
ykcnjlpvet,16,0,0
jrwqkpijlj,16,0,0
bhjbqardyq,16,0,0
blncuhyndu,16,0,0
raomvfelie,16,0,0
fgdaatxxuq,16,0,0
hccrjrgxec,16,0,0
yniexfldvo,16,0,0
gbnbmcwsex,16,0,0
dwlcjutfil,16,0,0
jwhktrcokn,16,0,0
coowwfvvpr,16,0,0
syeqciywyr,16,0,0
mguskflrdb,16,0,0
rkyfcdcddv,16,0,0
luxaicreru,16,0,0
djqkdhpgks,16,0,0
ytynxwsiyu,16,0,0
cpipjggxnk,16,0,0
drbyicyofa,16,0,0
ulmiybplcr,16,0,0
dqpiuwnsen,16,0,0
gohxgeuppr,16,0,0
nydokhnrgs,16,0,0
jskondagbk,16,0,0
gjvinzpedh,16,0,0
pvtuvfjqcg,16,0,0
pjvqjxjrke,16,0,0
ftusiswvcb,16,0,0
vrxeeqynre,16,0,0
awsqheopez,16,0,0
qcyrnmspct,16,0,0
krzmnpwwbn,16,0,0
vhzvvfadgk,16,0,0
jllyjhbczp,16,0,0
usahdsdrcy,16,0,0
jqqjjpdqmj,16,0,0
gjgzsmcayu,16,0,0
rijfqirgcf,16,0,0
gybmwuknli,16,0,0
zytdvqfjer,16,0,0
mjshbbderr,16,0,0
arsxnkkxqk,16,0,0
mxufolvdws,16,0,0
vnfssvecxn,16,0,0
wifuwemmjn,16,0,0
tzrczlrpez,16,0,0
ntszmmuwvu,16,0,0
ieapkilfvw,16,0,0
snydpkjsap,16,0,0
kuwxhiiyev,16,0,0
cbhceifrln,16,0,0
deuuiqjkrh,16,0,0
vqpnyfpspr,16,0,1
smrxvbhrhx,16,0,1
wbxrbabdho,16,0,1
mdebufmfec,16,0,1
wncwudroer,16,0,1
fimrmrkcga,16,0,1
vozhuroaec,16,0,1
kcuctnddvq,16,0,1
uljwzzlxuj,16,0,1
sfgzmqaltb,16,0,1
xldoohqzer,16,0,2
ceswmnfzts,16,0,2
vfxxdlmfit,16,0,3
hjmqlbuiih,16,0,3
bzhsjpfilr,16,0,3
brpipxufee,16,0,3
ulfizhvbik,16,0,4
bxnjlnvkhj,16,0,4
scmelgqsxf,16,0,4
cvohzzzwkv,16,0,4
